model,id,gold,prediction,code,correct,stated_confidence,token_logprob,token_probability,top_logprobs_json,raw
gpt-5.6-luna,banking-672,topping_up_by_card,topping_up_by_card,U,1,98,0.0,1.0,"[{""token"":""U"",""logprob"":0.0}]",U 98
gpt-5.6-luna,banking-698,transfer_not_received_by_recipient,transfer_not_received_by_recipient,n,1,85,0.0,1.0,"[{""token"":""n"",""logprob"":0.0}]",n 85
gpt-5.6-luna,banking-555,pending_card_payment,pending_card_payment,z,1,98,0.0,1.0,"[{""token"":""z"",""logprob"":0.0}]",z 98
gpt-5.6-luna,banking-381,cash_withdrawal_not_recognised,lost_or_stolen_card,r,0,85,-9.5367431640625e-05,0.9999046371156883,"[{""token"":""r"",""logprob"":-9.5367431640625e-05}]",r 85
gpt-5.6-luna,banking-516,getting_spare_card,getting_spare_card,1,1,96,0.0,1.0,"[{""token"":""1"",""logprob"":0.0}]",1 96
gpt-5.6-luna,banking-686,transfer_fee_charged,transfer_fee_charged,k,1,99,0.0,1.0,"[{""token"":""k"",""logprob"":0.0}]",k 99
gpt-5.6-luna,banking-065,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised,L,1,99,-3.814697265625e-06,0.9999961853100103,"[{""token"":""L"",""logprob"":-3.814697265625e-06}]",L 99
gpt-5.6-luna,banking-324,card_delivery_estimate,card_delivery_estimate,+,1,99,-0.00031280517578125,0.9996872437426569,"[{""token"":""+"",""logprob"":-0.00031280517578125}]",+ 99
gpt-5.6-luna,banking-450,edit_personal_details,edit_personal_details,W,1,100,0.0,1.0,"[{""token"":""W"",""logprob"":0.0}]",W 100
gpt-5.6-luna,banking-156,receiving_money,transfer_into_account,T,0,85,-0.2997245788574219,0.7410222857831325,"[{""token"":""T"",""logprob"":-0.2997245788574219},{""token"":""O"",""logprob"":-1.3510208129882812}]",T 85
gpt-5.6-luna,banking-580,pending_transfer,pending_transfer,<,1,85,0.0,1.0,"[{""token"":""<"",""logprob"":0.0}]",< 85
gpt-5.6-luna,banking-247,age_limit,age_limit,A,1,85,0.0,1.0,"[{""token"":""A"",""logprob"":0.0}]",A 85
gpt-5.6-luna,banking-186,top_up_reverted,top_up_reverted,+,1,95,0.0,1.0,"[{""token"":""+"",""logprob"":0.0}]",+ 95
gpt-5.6-luna,banking-673,transaction_charged_twice,transaction_charged_twice,X,1,99,3.814697265625e-06,1.0000038147045416,"[{""token"":""X"",""logprob"":3.814697265625e-06}]",X 99
gpt-5.6-luna,banking-095,edit_personal_details,edit_personal_details,h,1,99,0.0,1.0,"[{""token"":""h"",""logprob"":0.0}]",h 99
gpt-5.6-luna,banking-001,Refund_not_showing_up,Refund_not_showing_up,R,1,99,0.0,1.0,"[{""token"":""R"",""logprob"":0.0}]",R 99
gpt-5.6-luna,banking-548,passcode_forgotten,passcode_forgotten,-,1,96,-3.814697265625e-06,0.9999961853100103,"[{""token"":""-"",""logprob"":-3.814697265625e-06}]",- 96
gpt-5.6-luna,banking-602,request_refund,request_refund,B,1,95,0.0,1.0,"[{""token"":""B"",""logprob"":0.0}]",B 95
gpt-5.6-luna,banking-668,topping_up_by_card,top_up_reverted,j,0,55,-0.00435638427734375,0.9956530910003317,"[{""token"":""j"",""logprob"":-0.00435638427734375}]",j 55
gpt-5.6-luna,banking-179,top_up_failed,top_up_failed,=,1,85,0.0,1.0,"[{""token"":""="",""logprob"":0.0}]",= 85
gpt-5.6-luna,banking-641,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,&,1,96,0.0,1.0,"[{""token"":""&"",""logprob"":0.0}]",& 96
gpt-5.6-luna,banking-468,exchange_rate,exchange_rate,V,1,98,0.0,1.0,"[{""token"":""V"",""logprob"":0.0}]",V 98
gpt-5.6-luna,banking-737,virtual_card_not_working,virtual_card_not_working,E,1,96,-0.000263214111328125,0.999736820526467,"[{""token"":""E"",""logprob"":-0.000263214111328125}]",E 96
gpt-5.6-luna,banking-596,request_refund,request_refund,+,1,85,0.0,1.0,"[{""token"":""+"",""logprob"":0.0}]",+ 85
gpt-5.6-luna,banking-264,atm_support,atm_support,V,1,99,0.0,1.0,"[{""token"":""V"",""logprob"":0.0}]",V 99
gpt-5.6-luna,banking-701,transfer_timing,transfer_timing,%,1,95,0.0,1.0,"[{""token"":""%"",""logprob"":0.0}]",% 95
gpt-5.6-luna,banking-681,transfer_fee_charged,transfer_fee_charged,?,1,99,0.0,1.0,"[{""token"":""?"",""logprob"":0.0}]",? 99
gpt-5.6-luna,banking-390,change_pin,change_pin,U,1,98,-3.814697265625e-06,0.9999961853100103,"[{""token"":""U"",""logprob"":-3.814697265625e-06}]",U 98
gpt-5.6-luna,banking-586,pin_blocked,pin_blocked,O,1,96,-3.0517578125e-05,0.9999694828875315,"[{""token"":""O"",""logprob"":-3.0517578125e-05}]",O 96
gpt-5.6-luna,banking-345,card_payment_fee_charged,card_payment_fee_charged,A,1,78,-0.001537322998046875,0.9984638580776442,"[{""token"":""A"",""logprob"":-0.001537322998046875}]",A 78
gpt-5.6-luna,banking-587,pin_blocked,pin_blocked,1,1,99,3.814697265625e-06,1.0000038147045416,"[{""token"":""1"",""logprob"":3.814697265625e-06}]",1 99
gpt-5.6-luna,banking-480,extra_charge_on_statement,extra_charge_on_statement,x,1,55,0.0,1.0,"[{""token"":""x"",""logprob"":0.0}]",x 55
gpt-5.6-luna,banking-290,beneficiary_not_allowed,failed_transfer,p,0,78,-0.0001678466796875,0.9998321674057784,"[{""token"":""p"",""logprob"":-0.0001678466796875}]",p 78
gpt-5.6-luna,banking-443,disposable_card_limits,disposable_card_limits,n,1,99,0.0,1.0,"[{""token"":""n"",""logprob"":0.0}]",n 99
gpt-5.6-luna,banking-559,pending_card_payment,pending_card_payment,H,1,98,0.0,1.0,"[{""token"":""H"",""logprob"":0.0}]",H 98
gpt-5.6-luna,banking-098,exchange_charge,exchange_charge,!,1,72,-3.814697265625e-06,0.9999961853100103,"[{""token"":""!"",""logprob"":-3.814697265625e-06}]",! 72
gpt-5.6-luna,banking-703,transfer_timing,transfer_into_account,9,0,55,-0.00031280517578125,0.9996872437426569,"[{""token"":""9"",""logprob"":-0.00031280517578125}]",9 55
gpt-5.6-luna,banking-732,verify_top_up,verify_top_up,V,1,85,0.0,1.0,"[{""token"":""V"",""logprob"":0.0}]",V 85
gpt-5.6-luna,banking-227,wrong_amount_of_cash_received,declined_cash_withdrawal,&,0,85,-0.000110626220703125,0.9998893798981516,"[{""token"":""&"",""logprob"":-0.000110626220703125}]",& 85
gpt-5.6-luna,banking-519,getting_virtual_card,getting_virtual_card,V,1,95,3.814697265625e-06,1.0000038147045416,"[{""token"":""V"",""logprob"":3.814697265625e-06}]",V 95
gpt-5.6-luna,banking-403,contactless_not_working,card_not_working,g,0,35,-0.013050079345703125,0.9870347037304055,"[{""token"":""g"",""logprob"":-0.013050079345703125}]",g 35
gpt-5.6-luna,banking-214,verify_top_up,verify_top_up,P,1,95,-3.814697265625e-06,0.9999961853100103,"[{""token"":""P"",""logprob"":-3.814697265625e-06}]",P 95
gpt-5.6-luna,banking-447,disposable_card_limits,disposable_card_limits,Z,1,98,0.0,1.0,"[{""token"":""Z"",""logprob"":0.0}]",Z 98
gpt-5.6-luna,banking-170,top_up_by_bank_transfer_charge,transfer_fee_charged,1,0,96,-3.0517578125e-05,0.9999694828875315,"[{""token"":""1"",""logprob"":-3.0517578125e-05}]",1 96
gpt-5.6-luna,banking-275,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,R,1,96,-3.814697265625e-06,0.9999961853100103,"[{""token"":""R"",""logprob"":-3.814697265625e-06}]",R 96
gpt-5.6-luna,banking-277,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,j,1,96,0.0,1.0,"[{""token"":""j"",""logprob"":0.0}]",j 96
gpt-5.6-luna,banking-342,card_not_working,card_not_working,f,1,85,-4.9591064453125e-05,0.9999504101651634,"[{""token"":""f"",""logprob"":-4.9591064453125e-05}]",f 85
gpt-5.6-luna,banking-437,direct_debit_payment_not_recognised,card_payment_not_recognised,$,0,35,-0.000507354736328125,0.9994927739463226,"[{""token"":""$"",""logprob"":-0.000507354736328125}]",$ 35
gpt-5.6-luna,banking-659,top_up_reverted,top_up_reverted,c,1,98,0.0,1.0,"[{""token"":""c"",""logprob"":0.0}]",c 98
gpt-5.6-luna,banking-601,request_refund,request_refund,c,1,92,0.0,1.0,"[{""token"":""c"",""logprob"":0.0}]",c 92
gpt-5.6-luna,banking-183,top_up_limits,top_up_limits,3,1,98,7.62939453125e-06,1.000007629423635,"[{""token"":""3"",""logprob"":7.62939453125e-06}]",3 98
gpt-5.6-luna,banking-706,transfer_timing,transfer_timing,I,1,90,3.814697265625e-06,1.0000038147045416,"[{""token"":""I"",""logprob"":3.814697265625e-06}]",I 90
gpt-5.6-luna,banking-058,card_swallowed,card_swallowed,L,1,98,-3.814697265625e-06,0.9999961853100103,"[{""token"":""L"",""logprob"":-3.814697265625e-06}]",L 98
gpt-5.6-luna,banking-128,lost_or_stolen_card,lost_or_stolen_card,/,1,55,-0.07878875732421875,0.9242351417296402,"[{""token"":""/"",""logprob"":-0.07878875732421875},{""token"":""w"",""logprob"":-2.5997543334960938}]",/ 55
gpt-5.6-luna,banking-509,get_physical_card,change_pin,=,0,95,-0.000293731689453125,0.9997063114454761,"[{""token"":""="",""logprob"":-0.000293731689453125}]",= 95
gpt-5.6-luna,banking-702,transfer_timing,transfer_timing,*,1,85,-3.814697265625e-06,0.9999961853100103,"[{""token"":""*"",""logprob"":-3.814697265625e-06}]",* 85
gpt-5.6-luna,banking-362,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,5,1,78,-0.000316619873046875,0.9996834302457355,"[{""token"":""5"",""logprob"":-0.000316619873046875}]",5 78
gpt-5.6-luna,banking-725,verify_source_of_funds,verify_source_of_funds,=,1,98,0.0,1.0,"[{""token"":""="",""logprob"":0.0}]",= 98
gpt-5.6-luna,banking-335,card_linking,card_linking,-,1,99,0.0,1.0,"[{""token"":""-"",""logprob"":0.0}]",- 99
gpt-5.6-luna,banking-246,age_limit,age_limit,<,1,99,0.0,1.0,"[{""token"":""<"",""logprob"":0.0}]",< 99
gpt-5.6-luna,banking-231,wrong_exchange_rate_for_cash_withdrawal,atm_support,w,0,58,-0.000926971435546875,0.999073458069751,"[{""token"":""w"",""logprob"":-0.000926971435546875}]",w 58
gpt-5.6-luna,banking-145,pending_top_up,pending_top_up,3,1,99,0.0,1.0,"[{""token"":""3"",""logprob"":0.0}]",3 99
gpt-5.6-luna,banking-051,card_payment_fee_charged,extra_charge_on_statement,5,0,45,-0.5150909423828125,0.5974462589611755,"[{""token"":""5"",""logprob"":-0.5150909423828125},{""token"":""s"",""logprob"":-0.9510765075683594}]",5 45
gpt-5.6-luna,banking-110,failed_transfer,failed_transfer,T,1,35,-0.01239013671875,0.9876863049917542,"[{""token"":""T"",""logprob"":-0.01239013671875}]",T 35
gpt-5.6-luna,banking-244,activate_my_card,activate_my_card,C,1,98,0.0,1.0,"[{""token"":""C"",""logprob"":0.0}]",C 98
gpt-5.6-luna,banking-309,card_acceptance,card_acceptance,k,1,55,-0.021770477294921875,0.9784647891653233,"[{""token"":""k"",""logprob"":-0.021770477294921875},{""token"":""T"",""logprob"":-3.838043212890625}]",k 55
gpt-5.6-luna,banking-133,order_physical_card,order_physical_card,<,1,65,-0.03694915771484375,0.9637251320914677,"[{""token"":""<"",""logprob"":-0.03694915771484375},{""token"":""@"",""logprob"":-3.4759292602539062}]",< 65
gpt-5.6-luna,banking-371,card_swallowed,card_swallowed,b,1,99,0.0,1.0,"[{""token"":""b"",""logprob"":0.0}]",b 99
gpt-5.6-luna,banking-735,verify_top_up,verify_top_up,=,1,96,-7.62939453125e-05,0.9999237089649965,"[{""token"":""="",""logprob"":-7.62939453125e-05}]",= 96
gpt-5.6-luna,banking-377,cash_withdrawal_charge,cash_withdrawal_charge,5,1,99,0.0,1.0,"[{""token"":""5"",""logprob"":0.0}]",5 99
gpt-5.6-luna,banking-253,apple_pay_or_google_pay,apple_pay_or_google_pay,?,1,99,-1.52587890625e-05,0.9999847413273523,"[{""token"":""?"",""logprob"":-1.52587890625e-05}]",? 99
gpt-5.6-luna,banking-522,getting_virtual_card,getting_virtual_card,1,1,85,0.0,1.0,"[{""token"":""1"",""logprob"":0.0}]",1 85
gpt-5.6-luna,banking-014,atm_support,atm_support,S,1,99,0.0,1.0,"[{""token"":""S"",""logprob"":0.0}]",S 99
gpt-5.6-luna,banking-595,receiving_money,receiving_money,T,1,78,-0.01027679443359375,0.9897758313891193,"[{""token"":""T"",""logprob"":-0.01027679443359375}]",T 78
gpt-5.6-luna,banking-708,unable_to_verify_identity,verify_my_identity,4,0,90,-0.00171661376953125,0.9982848587691717,"[{""token"":""4"",""logprob"":-0.00171661376953125}]",4 90
gpt-5.6-luna,banking-591,receiving_money,receiving_money,@,1,58,-1.52587890625e-05,0.9999847413273523,"[{""token"":""@"",""logprob"":-1.52587890625e-05}]",@ 58
gpt-5.6-luna,banking-130,lost_or_stolen_phone,lost_or_stolen_phone,J,1,99,0.0,1.0,"[{""token"":""J"",""logprob"":0.0}]",J 99
gpt-5.6-luna,banking-151,pin_blocked,pin_blocked,K,1,99,0.0,1.0,"[{""token"":""K"",""logprob"":0.0}]",K 99
gpt-5.6-luna,banking-731,verify_top_up,verify_top_up,v,1,96,0.0,1.0,"[{""token"":""v"",""logprob"":0.0}]",v 96
gpt-5.6-luna,banking-567,pending_cash_withdrawal,pending_cash_withdrawal,z,1,96,0.0,1.0,"[{""token"":""z"",""logprob"":0.0}]",z 96
gpt-5.6-luna,banking-374,cash_withdrawal_charge,cash_withdrawal_charge,:,1,99,-3.814697265625e-06,0.9999961853100103,"[{""token"":"":"",""logprob"":-3.814697265625e-06}]",: 99
gpt-5.6-luna,banking-685,transfer_fee_charged,transfer_fee_charged,T,1,98,3.814697265625e-06,1.0000038147045416,"[{""token"":""T"",""logprob"":3.814697265625e-06}]",T 98
gpt-5.6-luna,banking-188,topping_up_by_card,topping_up_by_card,j,1,55,-0.0048065185546875,0.9952050142706425,"[{""token"":""j"",""logprob"":-0.0048065185546875}]",j 55
gpt-5.6-luna,banking-438,direct_debit_payment_not_recognised,card_payment_not_recognised,L,0,88,-0.002239227294921875,0.9977632779042649,"[{""token"":""L"",""logprob"":-0.002239227294921875}]",L 88
gpt-5.6-luna,banking-399,compromised_card,card_payment_not_recognised,U,0,78,-0.004638671875,0.995372070147391,"[{""token"":""U"",""logprob"":-0.004638671875}]",U 78
gpt-5.6-luna,banking-250,age_limit,age_limit,q,1,99,0.0,1.0,"[{""token"":""q"",""logprob"":0.0}]",q 99
gpt-5.6-luna,banking-489,failed_transfer,failed_transfer,9,1,55,-0.000370025634765625,0.9996300428162764,"[{""token"":""9"",""logprob"":-0.000370025634765625}]",9 55
gpt-5.6-luna,banking-361,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,Y,1,96,0.0,1.0,"[{""token"":""Y"",""logprob"":0.0}]",Y 96
gpt-5.6-luna,banking-402,contactless_not_working,contactless_not_working,H,1,99,-3.814697265625e-06,0.9999961853100103,"[{""token"":""H"",""logprob"":-3.814697265625e-06}]",H 99
gpt-5.6-luna,banking-337,card_not_working,card_not_working,9,1,92,7.62939453125e-06,1.000007629423635,"[{""token"":""9"",""logprob"":7.62939453125e-06}]",9 92
gpt-5.6-luna,banking-401,contactless_not_working,contactless_not_working,:,1,99,0.0,1.0,"[{""token"":"":"",""logprob"":0.0}]",: 99
gpt-5.6-luna,banking-052,card_payment_not_recognised,card_payment_not_recognised,E,1,55,-0.000141143798828125,0.9998588661614892,"[{""token"":""E"",""logprob"":-0.000141143798828125}]",E 55
gpt-5.6-luna,banking-268,automatic_top_up,top_up_limits,M,0,96,-0.3940582275390625,0.6743147914064509,"[{""token"":""M"",""logprob"":-0.3940582275390625},{""token"":""a"",""logprob"":-1.1218795776367188}]",M 96
gpt-5.6-luna,banking-135,order_physical_card,get_physical_card,N,0,70,-0.192352294921875,0.8250161682820346,"[{""token"":""N"",""logprob"":-0.192352294921875},{""token"":""H"",""logprob"":-1.7431411743164062}]",N 70
gpt-5.6-luna,banking-451,edit_personal_details,edit_personal_details,!,1,99,0.0,1.0,"[{""token"":""!"",""logprob"":0.0}]",! 99
gpt-5.6-luna,banking-305,card_about_to_expire,card_about_to_expire,#,1,98,0.0,1.0,"[{""token"":""#"",""logprob"":0.0}]",# 98
gpt-5.6-luna,banking-325,card_delivery_estimate,card_delivery_estimate,H,1,85,-0.1376953125,0.8713641450665404,"[{""token"":""H"",""logprob"":-0.1376953125},{""token"":""Y"",""logprob"":-2.05078125}]",H 85
gpt-5.6-luna,banking-636,top_up_by_card_charge,top_up_by_card_charge,U,1,99,0.0,1.0,"[{""token"":""U"",""logprob"":0.0}]",U 99
gpt-5.6-luna,banking-413,country_support,country_support,7,1,98,-1.52587890625e-05,0.9999847413273523,"[{""token"":""7"",""logprob"":-1.52587890625e-05}]",7 98
gpt-5.6-luna,banking-691,transfer_into_account,transfer_into_account,3,1,95,-3.814697265625e-06,0.9999961853100103,"[{""token"":""3"",""logprob"":-3.814697265625e-06}]",3 95
gpt-5.6-luna,banking-025,beneficiary_not_allowed,failed_transfer,u,0,78,-0.015529632568359375,0.9845903303791788,"[{""token"":""u"",""logprob"":-0.015529632568359375}]",u 78
gpt-5.6-luna,banking-328,card_delivery_estimate,card_arrival,$,0,85,-0.000148773193359375,0.9998512378728234,"[{""token"":""$"",""logprob"":-0.000148773193359375}]",$ 85
gpt-5.6-luna,banking-177,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,#,1,96,0.0,1.0,"[{""token"":""#"",""logprob"":0.0}]",# 96
gpt-5.6-luna,banking-705,transfer_timing,transfer_timing,4,1,70,-1.1444091796875e-05,0.9999885559736865,"[{""token"":""4"",""logprob"":-1.1444091796875e-05}]",4 70
gpt-5.6-luna,banking-236,Refund_not_showing_up,Refund_not_showing_up,o,1,99,0.0,1.0,"[{""token"":""o"",""logprob"":0.0}]",o 99
gpt-5.6-luna,banking-379,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised,v,1,85,-3.814697265625e-06,0.9999961853100103,"[{""token"":""v"",""logprob"":-3.814697265625e-06}]",v 85
gpt-5.6-luna,banking-351,card_payment_not_recognised,card_payment_not_recognised,V,1,96,-3.814697265625e-06,0.9999961853100103,"[{""token"":""V"",""logprob"":-3.814697265625e-06}]",V 96
gpt-5.6-luna,banking-632,top_up_by_card_charge,top_up_by_card_charge,M,1,98,0.0,1.0,"[{""token"":""M"",""logprob"":0.0}]",M 98
gpt-5.6-luna,banking-152,pin_blocked,passcode_forgotten,Q,0,55,0.0,1.0,"[{""token"":""Q"",""logprob"":0.0}]",Q 55
gpt-5.6-luna,banking-577,pending_transfer,pending_transfer,m,1,96,0.0,1.0,"[{""token"":""m"",""logprob"":0.0}]",m 96
gpt-5.6-luna,banking-444,disposable_card_limits,disposable_card_limits,=,1,98,0.0,1.0,"[{""token"":""="",""logprob"":0.0}]",= 98
gpt-5.6-luna,banking-378,cash_withdrawal_charge,cash_withdrawal_charge,u,1,78,0.0,1.0,"[{""token"":""u"",""logprob"":0.0}]",u 78
gpt-5.6-luna,banking-171,top_up_by_bank_transfer_charge,transfer_fee_charged,-,0,93,-0.000194549560546875,0.9998054693629916,"[{""token"":""-"",""logprob"":-0.000194549560546875}]",- 93
gpt-5.6-luna,banking-637,top_up_by_card_charge,top_up_by_card_charge,S,1,96,0.0,1.0,"[{""token"":""S"",""logprob"":0.0}]",S 96
gpt-5.6-luna,banking-579,pending_transfer,pending_transfer,E,1,96,-0.035236358642578125,0.9653772140419591,"[{""token"":""E"",""logprob"":-0.035236358642578125},{""token"":""D"",""logprob"":-3.3633270263671875}]",E 96
gpt-5.6-luna,banking-470,exchange_via_app,fiat_currency_support,a,0,95,-0.022705078125,0.977550742362151,"[{""token"":""a"",""logprob"":-0.022705078125},{""token"":""2"",""logprob"":-3.863422393798828}]",a 95
gpt-5.6-luna,banking-642,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,w,1,96,0.0,1.0,"[{""token"":""w"",""logprob"":0.0}]",w 96
gpt-5.6-luna,banking-224,why_verify_identity,why_verify_identity,L,1,85,0.0,1.0,"[{""token"":""L"",""logprob"":0.0}]",L 85
gpt-5.6-luna,banking-760,wrong_amount_of_cash_received,pending_cash_withdrawal,I,0,55,-0.33647918701171875,0.71428074973832,"[{""token"":""I"",""logprob"":-0.33647918701171875},{""token"":""!"",""logprob"":-1.7184066772460938},{""token"":""E"",""logprob"":-2.3180198669433594}]",I 55
gpt-5.6-luna,banking-027,beneficiary_not_allowed,receiving_money,d,0,55,-0.0339508056640625,0.966619055650424,"[{""token"":""d"",""logprob"":-0.0339508056640625},{""token"":""?"",""logprob"":-3.652912139892578}]",d 55
gpt-5.6-luna,banking-581,pending_transfer,pending_transfer,I,1,98,0.0,1.0,"[{""token"":""I"",""logprob"":0.0}]",I 98
gpt-5.6-luna,banking-535,lost_or_stolen_phone,lost_or_stolen_card,L,0,98,0.0,1.0,"[{""token"":""L"",""logprob"":0.0}]",L 98
gpt-5.6-luna,banking-498,get_disposable_virtual_card,get_disposable_virtual_card,F,1,98,0.0,1.0,"[{""token"":""F"",""logprob"":0.0}]",F 98
gpt-5.6-luna,banking-034,card_acceptance,card_acceptance,B,1,98,3.814697265625e-06,1.0000038147045416,"[{""token"":""B"",""logprob"":3.814697265625e-06}]",B 98
gpt-5.6-luna,banking-045,card_linking,card_linking,v,1,92,0.0,1.0,"[{""token"":""v"",""logprob"":0.0}]",v 92
gpt-5.6-luna,banking-320,card_arrival,card_arrival,H,1,88,-0.000850677490234375,0.9991496842332845,"[{""token"":""H"",""logprob"":-0.000850677490234375}]",H 88
gpt-5.6-luna,banking-380,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised,h,1,92,3.814697265625e-06,1.0000038147045416,"[{""token"":""h"",""logprob"":3.814697265625e-06}]",h 92
gpt-5.6-luna,banking-638,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,5,1,85,-0.0042266845703125,0.9957822352893464,"[{""token"":""5"",""logprob"":-0.0042266845703125}]",5 85
gpt-5.6-luna,banking-011,apple_pay_or_google_pay,apple_pay_or_google_pay,1,1,98,-3.814697265625e-06,0.9999961853100103,"[{""token"":""1"",""logprob"":-3.814697265625e-06}]",1 98
gpt-5.6-luna,banking-537,lost_or_stolen_phone,lost_or_stolen_phone,v,1,98,0.0,1.0,"[{""token"":""v"",""logprob"":0.0}]",v 98
gpt-5.6-luna,banking-017,automatic_top_up,automatic_top_up,<,1,98,0.0,1.0,"[{""token"":""<"",""logprob"":0.0}]",< 98
gpt-5.6-luna,banking-341,card_not_working,card_not_working,v,1,96,7.62939453125e-06,1.000007629423635,"[{""token"":""v"",""logprob"":7.62939453125e-06}]",v 96
gpt-5.6-luna,banking-220,visa_or_mastercard,visa_or_mastercard,v,1,99,0.0,1.0,"[{""token"":""v"",""logprob"":0.0}]",v 99
gpt-5.6-luna,banking-531,lost_or_stolen_card,lost_or_stolen_card,s,1,99,0.0,1.0,"[{""token"":""s"",""logprob"":0.0}]",s 99
gpt-5.6-luna,banking-508,get_physical_card,change_pin,G,0,95,-9.5367431640625e-05,0.9999046371156883,"[{""token"":""G"",""logprob"":-9.5367431640625e-05}]",G 95
gpt-5.6-luna,banking-307,card_about_to_expire,get_physical_card,W,0,70,-0.12469100952148438,0.8827696278574,"[{""token"":""W"",""logprob"":-0.12469100952148438},{""token"":""k"",""logprob"":-2.771381378173828},{""token"":""A"",""logprob"":-2.9093399047851562}]",W 70
gpt-5.6-luna,banking-242,activate_my_card,activate_my_card,G,1,100,-3.814697265625e-06,0.9999961853100103,"[{""token"":""G"",""logprob"":-3.814697265625e-06}]",G 100
gpt-5.6-luna,banking-113,fiat_currency_support,exchange_via_app,F,0,95,-0.020832061767578125,0.979383426680875,"[{""token"":""F"",""logprob"":-0.020832061767578125},{""token"":""+"",""logprob"":-3.8822555541992188}]",F 95
gpt-5.6-luna,banking-625,top_up_by_bank_transfer_charge,transfer_into_account,$,0,72,-0.00273895263671875,0.9972647948718574,"[{""token"":""$"",""logprob"":-0.00273895263671875}]",$ 72
