variant,model,id,gold,prediction,confidence,correct,raw
uncertainty_ok,gpt-5.6-luna,banking-032,card_about_to_expire,card_about_to_expire,99,1,"{""label"":""card_about_to_expire"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-244,activate_my_card,activate_my_card,98,1,"{""label"":""activate_my_card"",""confidence"":98}"
frequency_calibrated,gpt-5.6-luna,banking-138,passcode_forgotten,passcode_forgotten,98,1,"{""label"":""passcode_forgotten"",""confidence"":98}"
strongest_alternative,gpt-5.6-luna,banking-260,atm_support,atm_support,99,1,"{""label"":""atm_support"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-019,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,97,1,"{""label"":""balance_not_updated_after_bank_transfer"",""confidence"":97}"
uncertainty_ok,gpt-5.6-luna,banking-082,declined_cash_withdrawal,declined_cash_withdrawal,99,1,"{""label"":""declined_cash_withdrawal"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-335,card_linking,card_linking,99,1,"{""label"":""card_linking"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-469,exchange_rate,exchange_rate,99,1,"{""label"":""exchange_rate"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-605,reverted_card_payment?,reverted_card_payment?,94,1,"{""label"":""reverted_card_payment?"",""confidence"":94}"
strongest_alternative,gpt-5.6-luna,banking-083,declined_cash_withdrawal,declined_cash_withdrawal,98,1,"{""label"":""declined_cash_withdrawal"",""confidence"":98}"
strongest_alternative,gpt-5.6-luna,banking-406,contactless_not_working,contactless_not_working,99,1,"{""label"":""contactless_not_working"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-675,transaction_charged_twice,transaction_charged_twice,94,1,"{""label"":""transaction_charged_twice"",""confidence"":94}"
strongest_alternative,gpt-5.6-luna,banking-721,verify_my_identity,verify_my_identity,97,1,"{""label"":""verify_my_identity"",""confidence"":97}"
uncertainty_ok,gpt-5.6-luna,banking-241,activate_my_card,activate_my_card,100,1,"{""label"":""activate_my_card"",""confidence"":100}"
strongest_alternative,gpt-5.6-luna,banking-459,exchange_charge,exchange_charge,99,1,"{""label"":""exchange_charge"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-293,beneficiary_not_allowed,beneficiary_not_allowed,96,1,"{""label"":""beneficiary_not_allowed"",""confidence"":96}"
uncertainty_ok,gpt-5.6-luna,banking-133,order_physical_card,country_support,96,0,"{""label"":""country_support"",""confidence"":96}"
frequency_calibrated,gpt-5.6-luna,banking-252,age_limit,age_limit,99,1,"{""label"":""age_limit"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-764,wrong_exchange_rate_for_cash_withdrawal,wrong_exchange_rate_for_cash_withdrawal,78,1,"{""label"":""wrong_exchange_rate_for_cash_withdrawal"",""confidence"":78}"
uncertainty_ok,gpt-5.6-luna,banking-374,cash_withdrawal_charge,cash_withdrawal_charge,99,1,"{""label"":""cash_withdrawal_charge"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-614,supported_cards_and_currencies,supported_cards_and_currencies,96,1,"{""label"":""supported_cards_and_currencies"",""confidence"":96}"
frequency_calibrated,gpt-5.6-luna,banking-290,beneficiary_not_allowed,failed_transfer,96,0,"{""label"":""failed_transfer"",""confidence"":96}"
uncertainty_ok,gpt-5.6-luna,banking-386,change_pin,change_pin,99,1,"{""label"":""change_pin"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-012,apple_pay_or_google_pay,apple_pay_or_google_pay,98,1,"{""label"":""apple_pay_or_google_pay"",""confidence"":98}"
uncertainty_ok,gpt-5.6-luna,banking-123,getting_spare_card,getting_spare_card,96,1,"{""label"":""getting_spare_card"",""confidence"":96}"
strongest_alternative,gpt-5.6-luna,banking-739,virtual_card_not_working,virtual_card_not_working,98,1,"{""label"":""virtual_card_not_working"",""confidence"":98}"
frequency_calibrated,gpt-5.6-luna,banking-068,change_pin,change_pin,99,1,"{""label"":""change_pin"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-073,contactless_not_working,contactless_not_working,99,1,"{""label"":""contactless_not_working"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-280,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,98,1,"{""label"":""balance_not_updated_after_bank_transfer"",""confidence"":98}"
uncertainty_ok,gpt-5.6-luna,banking-513,getting_spare_card,getting_spare_card,98,1,"{""label"":""getting_spare_card"",""confidence"":98}"
frequency_calibrated,gpt-5.6-luna,banking-350,card_payment_fee_charged,card_payment_fee_charged,72,1,"{""label"":""card_payment_fee_charged"",""confidence"":72}"
uncertainty_ok,gpt-5.6-luna,banking-686,transfer_fee_charged,transfer_fee_charged,96,1,"{""label"":""transfer_fee_charged"",""confidence"":96}"
uncertainty_ok,gpt-5.6-luna,banking-063,cash_withdrawal_charge,cash_withdrawal_charge,99,1,"{""label"":""cash_withdrawal_charge"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-673,transaction_charged_twice,transaction_charged_twice,99,1,"{""label"":""transaction_charged_twice"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-591,receiving_money,receiving_money,88,1,"{""label"":""receiving_money"",""confidence"":88}"
strongest_alternative,gpt-5.6-luna,banking-432,declined_transfer,declined_transfer,99,1,"{""label"":""declined_transfer"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-194,transfer_fee_charged,transfer_fee_charged,88,1,"{""label"":""transfer_fee_charged"",""confidence"":88}"
frequency_calibrated,gpt-5.6-luna,banking-467,exchange_rate,exchange_rate,96,1,"{""label"":""exchange_rate"",""confidence"":96}"
strongest_alternative,gpt-5.6-luna,banking-222,visa_or_mastercard,visa_or_mastercard,99,1,"{""label"":""visa_or_mastercard"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-078,country_support,country_support,97,1,"{""label"":""country_support"",""confidence"":97}"
uncertainty_ok,gpt-5.6-luna,banking-258,apple_pay_or_google_pay,apple_pay_or_google_pay,98,1,"{""label"":""apple_pay_or_google_pay"",""confidence"":98}"
strongest_alternative,gpt-5.6-luna,banking-724,verify_source_of_funds,verify_source_of_funds,96,1,"{""label"":""verify_source_of_funds"",""confidence"":96}"
frequency_calibrated,gpt-5.6-luna,banking-565,pending_cash_withdrawal,pending_cash_withdrawal,98,1,"{""label"":""pending_cash_withdrawal"",""confidence"":98}"
uncertainty_ok,gpt-5.6-luna,banking-159,request_refund,request_refund,98,1,"{""label"":""request_refund"",""confidence"":98}"
frequency_calibrated,gpt-5.6-luna,banking-487,failed_transfer,failed_transfer,90,1,"{""label"":""failed_transfer"",""confidence"":90}"
strongest_alternative,gpt-5.6-luna,banking-619,terminate_account,terminate_account,100,1,"{""label"":""terminate_account"",""confidence"":100}"
uncertainty_ok,gpt-5.6-luna,banking-310,card_acceptance,card_acceptance,98,1,"{""label"":""card_acceptance"",""confidence"":98}"
frequency_calibrated,gpt-5.6-luna,banking-432,declined_transfer,declined_transfer,99,1,"{""label"":""declined_transfer"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-226,wrong_amount_of_cash_received,wrong_amount_of_cash_received,99,1,"{""label"":""wrong_amount_of_cash_received"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-450,edit_personal_details,edit_personal_details,100,1,"{""label"":""edit_personal_details"",""confidence"":100}"
uncertainty_ok,gpt-5.6-luna,banking-718,verify_my_identity,verify_my_identity,99,1,"{""label"":""verify_my_identity"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-021,balance_not_updated_after_bank_transfer,pending_transfer,99,0,"{""label"":""pending_transfer"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-480,extra_charge_on_statement,extra_charge_on_statement,96,1,"{""label"":""extra_charge_on_statement"",""confidence"":96}"
frequency_calibrated,gpt-5.6-luna,banking-095,edit_personal_details,edit_personal_details,99,1,"{""label"":""edit_personal_details"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-378,cash_withdrawal_charge,cash_withdrawal_charge,96,1,"{""label"":""cash_withdrawal_charge"",""confidence"":96}"
frequency_calibrated,gpt-5.6-luna,banking-031,card_about_to_expire,card_about_to_expire,99,1,"{""label"":""card_about_to_expire"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-387,change_pin,change_pin,99,1,"{""label"":""change_pin"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-492,fiat_currency_support,fiat_currency_support,94,1,"{""label"":""fiat_currency_support"",""confidence"":94}"
frequency_calibrated,gpt-5.6-luna,banking-161,reverted_card_payment?,reverted_card_payment?,98,1,"{""label"":""reverted_card_payment?"",""confidence"":98}"
strongest_alternative,gpt-5.6-luna,banking-386,change_pin,change_pin,99,1,"{""label"":""change_pin"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-562,pending_cash_withdrawal,pending_cash_withdrawal,99,1,"{""label"":""pending_cash_withdrawal"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-746,visa_or_mastercard,card_acceptance,93,0,"{""label"":""card_acceptance"",""confidence"":93}"
uncertainty_ok,gpt-5.6-luna,banking-754,why_verify_identity,why_verify_identity,62,1,"{""label"":""why_verify_identity"",""confidence"":62}"
uncertainty_ok,gpt-5.6-luna,banking-532,lost_or_stolen_card,lost_or_stolen_card,99,1,"{""label"":""lost_or_stolen_card"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-682,transfer_fee_charged,transfer_fee_charged,91,1,"{""label"":""transfer_fee_charged"",""confidence"":91}"
strongest_alternative,gpt-5.6-luna,banking-488,failed_transfer,failed_transfer,65,1,"{""label"":""failed_transfer"",""confidence"":65}"
frequency_calibrated,gpt-5.6-luna,banking-548,passcode_forgotten,passcode_forgotten,99,1,"{""label"":""passcode_forgotten"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-460,exchange_charge,exchange_charge,96,1,"{""label"":""exchange_charge"",""confidence"":96}"
strongest_alternative,gpt-5.6-luna,banking-036,card_acceptance,card_acceptance,99,1,"{""label"":""card_acceptance"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-282,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_cheque_or_cash_deposit,99,1,"{""label"":""balance_not_updated_after_cheque_or_cash_deposit"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-455,edit_personal_details,edit_personal_details,99,1,"{""label"":""edit_personal_details"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-090,direct_debit_payment_not_recognised,direct_debit_payment_not_recognised,99,1,"{""label"":""direct_debit_payment_not_recognised"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-230,wrong_exchange_rate_for_cash_withdrawal,wrong_exchange_rate_for_cash_withdrawal,99,1,"{""label"":""wrong_exchange_rate_for_cash_withdrawal"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-203,transfer_timing,transfer_timing,96,1,"{""label"":""transfer_timing"",""confidence"":96}"
uncertainty_ok,gpt-5.6-luna,banking-034,card_acceptance,card_acceptance,99,1,"{""label"":""card_acceptance"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-086,declined_transfer,declined_card_payment,98,0,"{""label"":""declined_card_payment"",""confidence"":98}"
frequency_calibrated,gpt-5.6-luna,banking-341,card_not_working,card_not_working,99,1,"{""label"":""card_not_working"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-604,reverted_card_payment?,reverted_card_payment?,99,1,"{""label"":""reverted_card_payment?"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-109,failed_transfer,failed_transfer,78,1,"{""label"":""failed_transfer"",""confidence"":78}"
strongest_alternative,gpt-5.6-luna,banking-002,Refund_not_showing_up,Refund_not_showing_up,98,1,"{""label"":""Refund_not_showing_up"",""confidence"":98}"
uncertainty_ok,gpt-5.6-luna,banking-383,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised,99,1,"{""label"":""cash_withdrawal_not_recognised"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-332,card_linking,card_not_working,58,0,"{""label"":""card_not_working"",""confidence"":58}"
strongest_alternative,gpt-5.6-luna,banking-289,beneficiary_not_allowed,beneficiary_not_allowed,70,1,"{""label"":""beneficiary_not_allowed"",""confidence"":70}"
strongest_alternative,gpt-5.6-luna,banking-573,pending_top_up,top_up_failed,78,0,"{""label"":""top_up_failed"",""confidence"":78}"
uncertainty_ok,gpt-5.6-luna,banking-056,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,99,1,"{""label"":""card_payment_wrong_exchange_rate"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-411,country_support,atm_support,38,0,"{""label"":""atm_support"",""confidence"":38}"
frequency_calibrated,gpt-5.6-luna,banking-335,card_linking,card_linking,99,1,"{""label"":""card_linking"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-023,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_cheque_or_cash_deposit,98,1,"{""label"":""balance_not_updated_after_cheque_or_cash_deposit"",""confidence"":98}"
frequency_calibrated,gpt-5.6-luna,banking-516,getting_spare_card,getting_spare_card,99,1,"{""label"":""getting_spare_card"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-129,lost_or_stolen_card,lost_or_stolen_card,100,1,"{""label"":""lost_or_stolen_card"",""confidence"":100}"
frequency_calibrated,gpt-5.6-luna,banking-242,activate_my_card,activate_my_card,100,1,"{""label"":""activate_my_card"",""confidence"":100}"
uncertainty_ok,gpt-5.6-luna,banking-744,visa_or_mastercard,visa_or_mastercard,99,1,"{""label"":""visa_or_mastercard"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-740,virtual_card_not_working,virtual_card_not_working,98,1,"{""label"":""virtual_card_not_working"",""confidence"":98}"
uncertainty_ok,gpt-5.6-luna,banking-301,cancel_transfer,cancel_transfer,62,1,"{""label"":""cancel_transfer"",""confidence"":62}"
uncertainty_ok,gpt-5.6-luna,banking-651,top_up_failed,top_up_failed,97,1,"{""label"":""top_up_failed"",""confidence"":97}"
strongest_alternative,gpt-5.6-luna,banking-706,transfer_timing,transfer_timing,96,1,"{""label"":""transfer_timing"",""confidence"":96}"
uncertainty_ok,gpt-5.6-luna,banking-190,transaction_charged_twice,transaction_charged_twice,98,1,"{""label"":""transaction_charged_twice"",""confidence"":98}"
uncertainty_ok,gpt-5.6-luna,banking-402,contactless_not_working,contactless_not_working,99,1,"{""label"":""contactless_not_working"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-664,top_up_reverted,top_up_reverted,98,1,"{""label"":""top_up_reverted"",""confidence"":98}"
uncertainty_ok,gpt-5.6-luna,banking-069,change_pin,change_pin,99,1,"{""label"":""change_pin"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-704,transfer_timing,transfer_timing,99,1,"{""label"":""transfer_timing"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-407,country_support,country_support,90,1,"{""label"":""country_support"",""confidence"":90}"
strongest_alternative,gpt-5.6-luna,banking-699,transfer_not_received_by_recipient,transfer_not_received_by_recipient,94,1,"{""label"":""transfer_not_received_by_recipient"",""confidence"":94}"
frequency_calibrated,gpt-5.6-luna,banking-207,unable_to_verify_identity,unable_to_verify_identity,99,1,"{""label"":""unable_to_verify_identity"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-389,change_pin,change_pin,100,1,"{""label"":""change_pin"",""confidence"":100}"
strongest_alternative,gpt-5.6-luna,banking-419,declined_card_payment,declined_card_payment,96,1,"{""label"":""declined_card_payment"",""confidence"":96}"
frequency_calibrated,gpt-5.6-luna,banking-637,top_up_by_card_charge,top_up_by_card_charge,99,1,"{""label"":""top_up_by_card_charge"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-116,get_disposable_virtual_card,get_disposable_virtual_card,99,1,"{""label"":""get_disposable_virtual_card"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-276,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,99,1,"{""label"":""balance_not_updated_after_bank_transfer"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-099,exchange_charge,exchange_charge,99,1,"{""label"":""exchange_charge"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-092,disposable_card_limits,disposable_card_limits,99,1,"{""label"":""disposable_card_limits"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-152,pin_blocked,passcode_forgotten,42,0,"{""label"":""passcode_forgotten"",""confidence"":42}"
strongest_alternative,gpt-5.6-luna,banking-447,disposable_card_limits,disposable_card_limits,99,1,"{""label"":""disposable_card_limits"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-415,declined_card_payment,declined_card_payment,98,1,"{""label"":""declined_card_payment"",""confidence"":98}"
uncertainty_ok,gpt-5.6-luna,banking-625,top_up_by_bank_transfer_charge,receiving_money,76,0,"{""label"":""receiving_money"",""confidence"":76}"
frequency_calibrated,gpt-5.6-luna,banking-750,why_verify_identity,why_verify_identity,99,1,"{""label"":""why_verify_identity"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-143,pending_cash_withdrawal,pending_cash_withdrawal,99,1,"{""label"":""pending_cash_withdrawal"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-333,card_linking,card_linking,99,1,"{""label"":""card_linking"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-337,card_not_working,card_not_working,85,1,"{""label"":""card_not_working"",""confidence"":85}"
strongest_alternative,gpt-5.6-luna,banking-163,supported_cards_and_currencies,supported_cards_and_currencies,98,1,"{""label"":""supported_cards_and_currencies"",""confidence"":98}"
frequency_calibrated,gpt-5.6-luna,banking-255,apple_pay_or_google_pay,apple_pay_or_google_pay,99,1,"{""label"":""apple_pay_or_google_pay"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-636,top_up_by_card_charge,top_up_by_card_charge,99,1,"{""label"":""top_up_by_card_charge"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-013,atm_support,atm_support,99,1,"{""label"":""atm_support"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-183,top_up_limits,top_up_limits,99,1,"{""label"":""top_up_limits"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-428,declined_transfer,declined_card_payment,99,0,"{""label"":""declined_card_payment"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-430,declined_transfer,declined_transfer,99,1,"{""label"":""declined_transfer"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-593,receiving_money,receiving_money,96,1,"{""label"":""receiving_money"",""confidence"":96}"
frequency_calibrated,gpt-5.6-luna,banking-254,apple_pay_or_google_pay,apple_pay_or_google_pay,98,1,"{""label"":""apple_pay_or_google_pay"",""confidence"":98}"
uncertainty_ok,gpt-5.6-luna,banking-309,card_acceptance,card_acceptance,90,1,"{""label"":""card_acceptance"",""confidence"":90}"
strongest_alternative,gpt-5.6-luna,banking-662,top_up_reverted,top_up_reverted,98,1,"{""label"":""top_up_reverted"",""confidence"":98}"
strongest_alternative,gpt-5.6-luna,banking-597,request_refund,request_refund,82,1,"{""label"":""request_refund"",""confidence"":82}"
frequency_calibrated,gpt-5.6-luna,banking-282,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_cheque_or_cash_deposit,99,1,"{""label"":""balance_not_updated_after_cheque_or_cash_deposit"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-254,apple_pay_or_google_pay,apple_pay_or_google_pay,98,1,"{""label"":""apple_pay_or_google_pay"",""confidence"":98}"
uncertainty_ok,gpt-5.6-luna,banking-057,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,98,1,"{""label"":""card_payment_wrong_exchange_rate"",""confidence"":98}"
uncertainty_ok,gpt-5.6-luna,banking-517,getting_spare_card,getting_spare_card,98,1,"{""label"":""getting_spare_card"",""confidence"":98}"
frequency_calibrated,gpt-5.6-luna,banking-048,card_not_working,pin_blocked,98,0,"{""label"":""pin_blocked"",""confidence"":98}"
strongest_alternative,gpt-5.6-luna,banking-355,card_payment_not_recognised,compromised_card,88,0,"{""label"":""compromised_card"",""confidence"":88}"
frequency_calibrated,gpt-5.6-luna,banking-295,cancel_transfer,cancel_transfer,96,1,"{""label"":""cancel_transfer"",""confidence"":96}"
frequency_calibrated,gpt-5.6-luna,banking-132,lost_or_stolen_phone,lost_or_stolen_phone,100,1,"{""label"":""lost_or_stolen_phone"",""confidence"":100}"
frequency_calibrated,gpt-5.6-luna,banking-084,declined_cash_withdrawal,declined_cash_withdrawal,99,1,"{""label"":""declined_cash_withdrawal"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-214,verify_top_up,verify_top_up,99,1,"{""label"":""verify_top_up"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-508,get_physical_card,change_pin,96,0,"{""label"":""change_pin"",""confidence"":96}"
strongest_alternative,gpt-5.6-luna,banking-590,receiving_money,receiving_money,72,1,"{""label"":""receiving_money"",""confidence"":72}"
strongest_alternative,gpt-5.6-luna,banking-564,pending_cash_withdrawal,pending_cash_withdrawal,96,1,"{""label"":""pending_cash_withdrawal"",""confidence"":96}"
uncertainty_ok,gpt-5.6-luna,banking-255,apple_pay_or_google_pay,apple_pay_or_google_pay,99,1,"{""label"":""apple_pay_or_google_pay"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-464,exchange_rate,exchange_rate,98,1,"{""label"":""exchange_rate"",""confidence"":98}"
uncertainty_ok,gpt-5.6-luna,banking-752,why_verify_identity,why_verify_identity,98,1,"{""label"":""why_verify_identity"",""confidence"":98}"
strongest_alternative,gpt-5.6-luna,banking-433,declined_transfer,declined_card_payment,98,0,"{""label"":""declined_card_payment"",""confidence"":98}"
strongest_alternative,gpt-5.6-luna,banking-292,beneficiary_not_allowed,failed_transfer,78,0,"{""label"":""failed_transfer"",""confidence"":78}"
frequency_calibrated,gpt-5.6-luna,banking-256,apple_pay_or_google_pay,apple_pay_or_google_pay,98,1,"{""label"":""apple_pay_or_google_pay"",""confidence"":98}"
frequency_calibrated,gpt-5.6-luna,banking-461,exchange_charge,exchange_charge,96,1,"{""label"":""exchange_charge"",""confidence"":96}"
uncertainty_ok,gpt-5.6-luna,banking-480,extra_charge_on_statement,extra_charge_on_statement,96,1,"{""label"":""extra_charge_on_statement"",""confidence"":96}"
uncertainty_ok,gpt-5.6-luna,banking-504,get_disposable_virtual_card,get_disposable_virtual_card,99,1,"{""label"":""get_disposable_virtual_card"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-578,pending_transfer,pending_transfer,99,1,"{""label"":""pending_transfer"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-698,transfer_not_received_by_recipient,transfer_not_received_by_recipient,96,1,"{""label"":""transfer_not_received_by_recipient"",""confidence"":96}"
frequency_calibrated,gpt-5.6-luna,banking-021,balance_not_updated_after_bank_transfer,pending_transfer,99,0,"{""label"":""pending_transfer"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-016,automatic_top_up,automatic_top_up,99,1,"{""label"":""automatic_top_up"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-765,wrong_exchange_rate_for_cash_withdrawal,wrong_exchange_rate_for_cash_withdrawal,99,1,"{""label"":""wrong_exchange_rate_for_cash_withdrawal"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-570,pending_top_up,pending_card_payment,88,0,"{""label"":""pending_card_payment"",""confidence"":88}"
strongest_alternative,gpt-5.6-luna,banking-761,wrong_amount_of_cash_received,wrong_amount_of_cash_received,99,1,"{""label"":""wrong_amount_of_cash_received"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-584,pin_blocked,pin_blocked,82,1,"{""label"":""pin_blocked"",""confidence"":82}"
frequency_calibrated,gpt-5.6-luna,banking-382,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised,98,1,"{""label"":""cash_withdrawal_not_recognised"",""confidence"":98}"
strongest_alternative,gpt-5.6-luna,banking-535,lost_or_stolen_phone,lost_or_stolen_card,99,0,"{""label"":""lost_or_stolen_card"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-011,apple_pay_or_google_pay,apple_pay_or_google_pay,98,1,"{""label"":""apple_pay_or_google_pay"",""confidence"":98}"
