id,text,category
banking-186,has my top-up has been cancelled,top_up_reverted
banking-173,What do you charge for top ups?,top_up_by_card_charge
banking-046,My card appears to be broken how can I fix it?,card_not_working
banking-107,I can see an extra 1£ charge on my app. Why did you charge me extra?,extra_charge_on_statement
banking-225,"May I use my account now, even though the identity verification has not gone through yet?",why_verify_identity
banking-117,How do disposable cards work?,get_disposable_virtual_card
banking-212,Why does my money come from?,verify_source_of_funds
banking-128,Are you able to locate my card?,lost_or_stolen_card
banking-157,I want to reverse a purchase. Can I cancel it?,request_refund
banking-103,Is it possible to change to another currency?,exchange_via_app
banking-023,I deposited cash this morning and I am still waiting,balance_not_updated_after_cheque_or_cash_deposit
banking-134,What locations can a card be delivered to?,order_physical_card
banking-203,"I initiated a Bank transfer form Europe, how long will this take?",transfer_timing
banking-057,The exchange rate was wrong when I bought something outside the country.,card_payment_wrong_exchange_rate
banking-150,When will the transfer be completed?,pending_transfer
banking-026,Why couldn't I do a transfer to a beneficiary?,beneficiary_not_allowed
banking-042,I need my card now!,card_delivery_estimate
banking-060,What do I do if an ATM ate my card?,card_swallowed
banking-093,How many times can I use a disposable card?,disposable_card_limits
banking-038,What is the tracking number for the card you sent?,card_arrival
banking-017,Can I have a auto top-up when my account is short?,automatic_top_up
banking-169,Will topping up by transfer lead to a charge on my account?,top_up_by_bank_transfer_charge
banking-085,Double check your funds may be declined,declined_transfer
banking-197,"I would like use the bank transfer, but I don't understand the process, can you please explain, topping up?",transfer_into_account
banking-088,Help me.  There is a Direct Debit that I didn't make.,direct_debit_payment_not_recognised
banking-223,Why do I have to verify my identity?,why_verify_identity
banking-035,It will be fine to use at any establishment that accepts Mastercard.,card_acceptance
banking-156,Can this be used to receive my salary?,receiving_money
banking-227,Will declined funds I tried to withdraw be returned to me?,wrong_amount_of_cash_received
banking-215,Why do you need code verification for my top up?,verify_top_up
banking-164,What cards and currencies will suffice?,supported_cards_and_currencies
banking-036,areas card is accpeted,card_acceptance
banking-161,the app reverted my payment,reverted_card_payment?
banking-077,What are the countries you operate in.,country_support
banking-152,"My account is blocked, how do I log in now",pin_blocked
banking-132,I think my phone is either lost or stolen.,lost_or_stolen_phone
banking-187,I tried to use my card to top up but all of the money has disappeared.,topping_up_by_card
banking-125,Please help me get a virtual card.,getting_virtual_card
banking-165,"To add money to my account, what currencies can I use?",supported_cards_and_currencies
banking-217,"My disposable virtual card was rejected by the merchant, please help?",virtual_card_not_working
banking-127,Help!  I can't find my card.,lost_or_stolen_card
banking-021,My transfer is pending.,balance_not_updated_after_bank_transfer
banking-010,Why isn't my top up working using my saved American Express in ApplePay?,apple_pay_or_google_pay
banking-146,Can you look into my top up please.  I made it over three hours ago and yet it's still pending.,pending_top_up
banking-090,It seems there is an incorrect listing of a direct debit payment on my app that I did not make,direct_debit_payment_not_recognised
banking-205,It doesn't let me verify my identity.,unable_to_verify_identity
banking-044,Can I put my old card back into the system? I just found it/,card_linking
banking-229,"In receiving cash, the wrong exchange rate was used for my transaction.",wrong_exchange_rate_for_cash_withdrawal
banking-047,Can someone assist me by explaining why my card is not working?,card_not_working
banking-222,Are both Visa and Mastercard offered?,visa_or_mastercard
banking-104,"If I receive foreign currencies, am I able to exchange them on the app?",exchange_via_app
banking-003,"I asked for a refund last week but nothing has happened yet, can you help me please?",Refund_not_showing_up
banking-116,Is it possible to also get a disposable virtual card?,get_disposable_virtual_card
banking-190,I think something may have happened that caused a charge to show up twice.,transaction_charged_twice
banking-101,Please advise what is the exchange rate,exchange_rate
banking-111,"I am trying to make a transfer and am unsuccessful, can you please tell me why?",failed_transfer
banking-135,"For physical cards, do you charge?",order_physical_card
banking-224,Why am I being asked to have an identity check,why_verify_identity
banking-162,I'm not sure why my account has been refunded a payment for an item I've already received about 2 weeks ago. Can you please tell me what is going on?,reverted_card_payment?
banking-228,I got less cash than the one I specified in the ATM,wrong_amount_of_cash_received
banking-033,What do I do when my card expires?,card_about_to_expire
banking-050,Is using my card free?,card_payment_fee_charged
banking-170,is there a fee for a transfer? if so how much will it be?,top_up_by_bank_transfer_charge
banking-076,"I'm not in the UK, can I get a card?",country_support
banking-065,I see a cash withdrawal that I did not perform.,cash_withdrawal_not_recognised
banking-074,How do I check my security settings to allow contactless pay?,contactless_not_working
banking-126,"I thought I was going to get a virtual card but I haven't received it yet, how can we resolve this?",getting_virtual_card
banking-052,I have an unauthorized transaction on my statement,card_payment_not_recognised
banking-027,Can I transfer money to a beneficiery?,beneficiary_not_allowed
banking-178,I'm not sure why my top up request was denied,top_up_failed
banking-080,I know I have enough funds in my account but my card payment hasn't worked for some reason. What do I do?,declined_card_payment
banking-179,I think my top up did not work,top_up_failed
banking-143,Why is my ATM cash withdrawal showing up as a pending transaction?,pending_cash_withdrawal
banking-191,"I've just come back from an eating holiday in the USA and Canada and have SO many pending and duplicated transactions on my account.  I think there is something wrong, can you look in to it please?",transaction_charged_twice
banking-166,I would like to delete my account please.,terminate_account
banking-199,I tried to send someone money but they haven't received it.,transfer_not_received_by_recipient
banking-030,I need to make an immediate cancellation related to a transfer. This was a mistake. Please assist quickly so this does not actually go through.,cancel_transfer
banking-232,Why is my refund missing from my  statement?,Refund_not_showing_up
banking-233,I requested a refund from a store but it hasn't arrived.,Refund_not_showing_up
banking-234,I should have received a refund however it is not showing on my statement,Refund_not_showing_up
banking-235,I bought something and returned it and the money from the return isn't in my account.,Refund_not_showing_up
banking-236,The refund isn't showing up on my account.,Refund_not_showing_up
banking-237,Where can I see the refund in my account,Refund_not_showing_up
banking-238,My statement doesn't show that a refund has processed,Refund_not_showing_up
banking-239,What is the activation process on my new card?,activate_my_card
banking-240,Why can't I activate my card?,activate_my_card
banking-241,I need help with activating my card,activate_my_card
banking-242,"Please, activate my card",activate_my_card
banking-243,Could you please activate my card,activate_my_card
banking-244,When will my card be activated?,activate_my_card
banking-245,I tried activating my bill of fare and it didn't workplace,activate_my_card
banking-246,How old do you have to be to get an account?,age_limit
banking-247,Can I open a bank account for my newborn baby?,age_limit
banking-248,Can I open an account for a child?,age_limit
banking-249,I am only 17. Can I make an account?,age_limit
banking-250,What age can sign up for services?,age_limit
banking-251,Is there an age minimum?,age_limit
banking-252,How old do you have to be to be able to open an account?,age_limit
banking-253,How can I top up with Google Pay?,apple_pay_or_google_pay
banking-254,How can I top up my Google Pay?,apple_pay_or_google_pay
banking-255,can i top up with apple pay,apple_pay_or_google_pay
banking-256,"Google pay and top up, I want it, can I get it?",apple_pay_or_google_pay
banking-257,How do I top up? Can I use my apple watch?,apple_pay_or_google_pay
banking-258,Does Apple Pay give the option to top up?,apple_pay_or_google_pay
banking-259,Can I use Apple Pay to top up?,apple_pay_or_google_pay
banking-260,Where is the closest Mastercard ATM?,atm_support
banking-261,How many miles away is the ATM?,atm_support
banking-262,Are there any specific ATMs that this card can be used at?,atm_support
banking-263,At which ATMs can I use this card?,atm_support
banking-264,What type of ATMs accept this card?,atm_support
banking-265,Is there places where I can't withdraw money?,atm_support
banking-266,"
Which ATMs accept this card?",atm_support
banking-267,Why are there limits on auto top-up?,automatic_top_up
banking-268,Is there a limit when using auto top-up?,automatic_top_up
banking-269,"Is there a top-up feature, if there isn't a lot of money left?",automatic_top_up
banking-270,What's the limit on automatic top-up?,automatic_top_up
banking-271,"I read about the auto-top up function, but can't find it in the app.",automatic_top_up
banking-272,How do I use auto top up?,automatic_top_up
banking-273,What is the auto top up function and where can I find that at?,automatic_top_up
banking-274,How long does it take for an international transfer into my account?,balance_not_updated_after_bank_transfer
banking-275,When will I see my new balance after making my bank transfer?,balance_not_updated_after_bank_transfer
banking-276,I just completed a bank transfer and the balance didn't update,balance_not_updated_after_bank_transfer
banking-277,Why didn't my balance change after I transferred some money?,balance_not_updated_after_bank_transfer
banking-278,I made a transfer and it doesnt' show up in my account.,balance_not_updated_after_bank_transfer
banking-279,Why doesn't it show that I did a balance transfer?,balance_not_updated_after_bank_transfer
banking-280,My account balance has not gone up even though I just transferred money into it,balance_not_updated_after_bank_transfer
banking-281,Balance hasn't been updated following a cheque or cash deposit,balance_not_updated_after_cheque_or_cash_deposit
banking-282,"When I deposit cheques and cash, my balance does not update.",balance_not_updated_after_cheque_or_cash_deposit
banking-283,My cash deposit from a week ago hasn't shown up. I need the money - how quickly can you sort this out?,balance_not_updated_after_cheque_or_cash_deposit
banking-284,How long does it take to process cheque deposits?,balance_not_updated_after_cheque_or_cash_deposit
banking-285,I submitted a cash deposit to my account but it hasn't posted yet.,balance_not_updated_after_cheque_or_cash_deposit
banking-286,Cash deposit to my account but it has not appeared.,balance_not_updated_after_cheque_or_cash_deposit
banking-287,I made a cash deposit almost a week ago but it's still not there!! please sort this out asap I need the money,balance_not_updated_after_cheque_or_cash_deposit
banking-288,I have tried transferring money numerous times.  All I keep getting is an error message.  Can you tell me what is going on and how this van be fixed?,beneficiary_not_allowed
banking-289,I am having problems transferring to a beneficiary.,beneficiary_not_allowed
banking-290,Why isn't my transfer not going through? I keep getting an error message.,beneficiary_not_allowed
banking-291,"Hey I want to buy some crypto but the app doesn't allow me to! What's the issue, I really want to exchange this",beneficiary_not_allowed
banking-292,How come I'm not allowed to transfer funds right now? I just keep getting an error message.,beneficiary_not_allowed
banking-293,Explain why I can't do a transfer to a beneficiary.,beneficiary_not_allowed
banking-294,A transfer to an account was not allowed,beneficiary_not_allowed
banking-295,I accidentally made a transaction to the wrong account.,cancel_transfer
banking-296,Tell me how to cancel a transfer.,cancel_transfer
banking-297,I want to reverse my transaction from earlier,cancel_transfer
banking-298,"I need to cancel my recent transfer immediately, I made a mistake there, please help quickly before it goes through",cancel_transfer
banking-299,I transferred the wrong amount and would like to cancel the transaction.,cancel_transfer
banking-300,I made a transaction this morning and would like to revert it.,cancel_transfer
banking-301,I would like to revert a transaction I did this morning,cancel_transfer
banking-302,My card is about to expire and I need to know how much it costs and how long it takes to get a new one.,card_about_to_expire
banking-303,When my card expires what happens to my account?,card_about_to_expire
banking-304,"Since my card is about to expire, what do I do to get a new one?",card_about_to_expire
banking-305,I need a new card since my old one is about to expire.,card_about_to_expire
banking-306,The expiration date on my card is coming up,card_about_to_expire
banking-307,Am I able to order a new card and have it sent to me in China?,card_about_to_expire
banking-308,How do I order a new card before It expires?,card_about_to_expire
banking-309,"I am traveling to Germany, Will I be able to use my card there?",card_acceptance
banking-310,What are the rules to where I can use my card?,card_acceptance
banking-311,Can I use my card anywere?,card_acceptance
banking-312,Is there any place I cannot use my card?,card_acceptance
banking-313,Will any business take this card?,card_acceptance
banking-314,What places can I use my card?,card_acceptance
banking-315,Is my card accepted everywhere?,card_acceptance
banking-316,How long does a card delivery take?,card_arrival
banking-317,"I ordered a card a week ago, and it's still not here. What do I do?",card_arrival
banking-318,How do I locate my card?,card_arrival
banking-319,"I'm starting to think my card is lost because it still hasn't arrived, can you help?",card_arrival
banking-320,Does the card you sent have a way to track to it?,card_arrival
banking-321,still waiting on that card,card_arrival
banking-322,Is there a way to know when my card will arrive?,card_arrival
banking-323,Can I have it be delivered at a certain time?,card_delivery_estimate
banking-324,How long will it take for the card to arrive?,card_delivery_estimate
banking-325,Can I have my card delivered on a specific day?,card_delivery_estimate
banking-326,How long does shipping take to get to a US destination?,card_delivery_estimate
banking-327,How long will it take to deliver something to US?,card_delivery_estimate
banking-328,Can I make sure my card is delivered on a specific day?,card_delivery_estimate
banking-329,How long will it take to get to me?,card_delivery_estimate
banking-330,Can I reactivate a card I thought I lost?,card_linking
banking-331,How do I link to my credit card with you?,card_linking
banking-332,"Hello, I found the card I misplaced and I need to reactive it, how do I do that?",card_linking
banking-333,"I have one of your cards already, how do I link it?",card_linking
banking-334,"I found my card, can I add it to the app?",card_linking
banking-335,Where on the website do I go to link my card?,card_linking
banking-336,I have found my lost or stolen card. Is there a way I can link the card with my account through my app again?,card_linking
banking-337,I've tried my card a bunch of times and it never worked.,card_not_working
banking-338,Why is my card not working?,card_not_working
banking-339,Nothing goes through on my card.,card_not_working
banking-340,My card suddenly quit working.,card_not_working
banking-341,I can't get my card to work.,card_not_working
banking-342,"My card is broke, what do I do?",card_not_working
banking-343,The card I have doesn't work.,card_not_working
banking-344,I would appreciate that someone let me know when there is an extra charge for payments. I was checking the app earlier and saying a charge on one of my payments that was additional that no one made me aware of before.,card_payment_fee_charged
banking-345,When would my card be charged an extra fee for a transaction?,card_payment_fee_charged
banking-346,Why was I charged a fee when I paid with card?,card_payment_fee_charged
banking-347,"Can I check somewhere if there will be a fee on my payment or not? Seems you are charging in some cases, what's the pattern there?",card_payment_fee_charged
banking-348,Why did I have to pay more when I do it with my card?,card_payment_fee_charged
banking-349,Why did I have to pay extra because I paid with card?,card_payment_fee_charged
banking-350,How do I avoid getting charged a fee on my card?,card_payment_fee_charged
banking-351,I'm not familiar with a card payment.,card_payment_not_recognised
banking-352,An unauthorized payment is in my app,card_payment_not_recognised
banking-353,There is a strange payment on my statement. What should I do?,card_payment_not_recognised
banking-354,I did not make this card payment.,card_payment_not_recognised
banking-355,"Please put a freeze on my card,  I am worried there has been some payments on it and I don't know what for.",card_payment_not_recognised
banking-356,there is a transaction on my account that i didnt make,card_payment_not_recognised
banking-357,I have a payment listed in error.,card_payment_not_recognised
banking-358,"The exchange rate given to me wasn't correct, after i purchased an item",card_payment_wrong_exchange_rate
banking-359,I purchased an item and the exchange rate I was given was incorrect.,card_payment_wrong_exchange_rate
banking-360,"Hi, I don't think your exchange rate is right. I need you to check the official interbank exchange please.",card_payment_wrong_exchange_rate
banking-361,You did not apply the correct exchange rate for an item that I bought.,card_payment_wrong_exchange_rate
banking-362,The exchange rate for my transaction last Saturday seems to have been wrong I got charged extra.  Please fix.,card_payment_wrong_exchange_rate
banking-363,I made a currency exchange and think I was charged more than I should of been.,card_payment_wrong_exchange_rate
banking-364,I bought something overseas and the wrong exchange rate is on my statement.,card_payment_wrong_exchange_rate
banking-365,ATM still has my card,card_swallowed
banking-366,The atm won't give my card back!,card_swallowed
banking-367,I was at an ATM and it swallowed my card.,card_swallowed
banking-368,The ATM won't give me my card back.,card_swallowed
banking-369,WTF??? I tried to withdraw some money at a Metro bank on High St. Kensington and without any notice it disappeared in the machine. The bank was already closed so I couldn't do anything. How do I get it back?,card_swallowed
banking-370,My card was taken by the ATM.,card_swallowed
banking-371,The ATM at Metro bank on High St. Kensington swallowed my card. How do I get it back?,card_swallowed
banking-372,I had a wrong fee charged at this ATM.,cash_withdrawal_charge
banking-373,I took cash and got charged a fee,cash_withdrawal_charge
banking-374,Why are fees charged on cash withdrawals? I went to withdraw some money earlier today after shopping. There's a fee that wasn't there before.,cash_withdrawal_charge
banking-375,"How come you charge for cash withdrawals? I withdrew cash after buying groceries today, and there seems to be a new fee",cash_withdrawal_charge
banking-376,I have never been charged a fee for cash withdrawal before. When did that change?,cash_withdrawal_charge
banking-377,Did you start charging for cash withdrawals? I thought it was free so far but noticed suddendly there is a fee. How much do I need to pay?,cash_withdrawal_charge
banking-378,"When I got cash, I'm pretty sure there was a glitch that overcharged me.",cash_withdrawal_charge
banking-379,I'm unsure of a withdrawl in my statement.,cash_withdrawal_not_recognised
banking-380,There is a odd withdrawal on my account.,cash_withdrawal_not_recognised
banking-381,"Can anyone help me, I lost my wallet and they've started withdrawing from my account.",cash_withdrawal_not_recognised
banking-382,There is a problem with my card. Somebody has removed money from my account in a town I haven't been to. Can you please freeze my account immediately?,cash_withdrawal_not_recognised
banking-383,The app said I withdrew cash at an ATM and I didn't,cash_withdrawal_not_recognised
banking-384,What do I do if I notice a strange withdrawl in my statement?,cash_withdrawal_not_recognised
banking-385,"I didn't get cash from an ATM, but according to the app a transaction was made when i didn't make it.",cash_withdrawal_not_recognised
banking-386,What do I need to do to change my PIN?,change_pin
banking-387,How do I update my PIN to a new number?,change_pin
banking-388,In what ATM can I change my pin?,change_pin
banking-389,I would like to change my pin.,change_pin
banking-390,Can i change my PIN at the ATM?,change_pin
banking-391,How do I change my PIN?,change_pin
banking-392,How can I change the PIN?  Do I have to go to a real bank?,change_pin
banking-393,"If I feel someone has my card information, can I get a new card?",compromised_card
banking-394,Someone else used my card!,compromised_card
banking-395,I think someone else is using my card.  There are transactions I didn't make.,compromised_card
banking-396,Can I use app to freeze my card and dispute fraud?,compromised_card
banking-397,"I'm not certain, but someone may be using my card.",compromised_card
banking-398,What do I do if I think my card was improperly used?,compromised_card
banking-399,I think my child used my card while I wasn't home.,compromised_card
banking-400,The contactless I have won't work.,contactless_not_working
banking-401,Contactless isn't working for me,contactless_not_working
banking-402,I've been unable to pay contactless with my card for over a week now. Is there a way to fix this issue?,contactless_not_working
banking-403,Should i reinstall the payment app?,contactless_not_working
banking-404,How do I enable contactless pay?,contactless_not_working
banking-405,I wanted to use my contactless at the metro today but it didn't accept it!,contactless_not_working
banking-406,"When I tried to pay for my bus ride, the contactless payment wouldn't work. How can I prevent this in the future?",contactless_not_working
banking-407,Can the card be mailed and used in Europe?,country_support
banking-408,I don't live in the UK.  Can I still get a card?,country_support
banking-409,From what countries can I use this product?,country_support
banking-410,Can I use your app if I am from the EU?,country_support
banking-411,Where can I find your locations?,country_support
banking-412,Do you support the EU?,country_support
banking-413,"I'm not in the UK, is it possible for me to still get a card?",country_support
banking-414,Do you know why my card payment is declined?,declined_card_payment
banking-415,"My latest payment was declined, I was told everything was back to working order. What happened?",declined_card_payment
banking-416,My card didn't work in one of the shops.,declined_card_payment
banking-417,My new card keeps getting declined. I was very excited to use it for the first time today. Why is this doing this?,declined_card_payment
banking-418,Why was my Payment declined,declined_card_payment
banking-419,I have no idea why my card payment did not work.,declined_card_payment
banking-420,How do you fix  my card payment?,declined_card_payment
banking-421,Why could I not get cash?,declined_cash_withdrawal
banking-422,The ATM keeps declining my card. I tried at two different ATMs. Can you tell me if there's an issue with my account?,declined_cash_withdrawal
