model_key,model_requested,model_returned,id,gold,prediction,correct,confidence,reported_confidence,input_tokens,output_tokens,reasoning_tokens,cost,latency_s,generation_id,provider
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-171,top_up_by_bank_transfer_charge,transfer_fee_charged,0,0.86,0.85,1704,829,0,7.1568e-05,0.38201730199943995,gen-dec-1789699098-pxrZIEGXIRv9DRG1gU5P,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-172,top_up_by_card_charge,top_up_by_card_charge,1,0.74,0.73,1701,829,0,7.1442e-05,0.4411854419995507,gen-dec-1789699099-6Yeg5AUrrwd2RnrBij3L,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-177,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,1,1.0,1,1704,831,0,7.1568e-05,0.3640644279985281,gen-dec-1789699099-LqEuWmtgtd0i4jmu0lPU,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-178,top_up_failed,top_up_failed,1,0.98,0.97,1704,827,0,7.1568e-05,0.3600434129984933,gen-dec-1789699100-1mS0PP3KOEy3YjNSkbEp,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-181,top_up_limits,top_up_limits,1,1.0,1,1703,827,0,7.1526e-05,0.3583545259971288,gen-dec-1789699100-0cDtOl2jrJSQBqL9jEJx,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-186,top_up_reverted,top_up_reverted,1,0.62,0.61,1700,829,0,7.14e-05,0.38717197200094233,gen-dec-1789699099-Ac3POBWIIhDuzNHTz3RZ,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-190,transaction_charged_twice,transaction_charged_twice,1,1.0,1,1708,830,0,7.1736e-05,0.35362522899959004,gen-dec-1789699098-0Qz4mssvu8pGEJPFz21U,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-193,transfer_fee_charged,transfer_fee_charged,1,1.0,1,1701,829,0,7.1442e-05,0.35946545399929164,gen-dec-1789699099-yMdYovm2OC12sAFEVZJM,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-200,transfer_not_received_by_recipient,transfer_timing,0,0.7,0.69,1705,827,0,7.161e-05,0.3956448509998154,gen-dec-1789699100-NLwzjUDNN4QOZIMNkQcc,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-218,virtual_card_not_working,virtual_card_not_working,1,1.0,1,1700,830,0,7.14e-05,0.3496945719998621,gen-dec-1789699099-XlowPhO4FbfasJylJMVr,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-229,wrong_exchange_rate_for_cash_withdrawal,wrong_exchange_rate_for_cash_withdrawal,1,0.68,0.67,1707,833,0,7.1694e-05,0.9713879640003142,gen-dec-1789699098-ArSH82oM8Cz6pTeBJAXD,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-233,Refund_not_showing_up,Refund_not_showing_up,1,0.98,0.98,1706,831,0,7.1652e-05,0.8598452440019173,gen-dec-1789699077-XZuiJxEgiPl9xVwVW60P,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-252,age_limit,age_limit,1,1.0,1,1708,826,0,7.1736e-05,0.8627576720027719,gen-dec-1789699096-r2lq7aRwGIamQtAERTnx,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-266,atm_support,atm_support,1,0.52,0.51,1701,826,0,7.1442e-05,0.44133196999973734,gen-dec-1789699098-bOYT2Q1ygyDHCvDakCYK,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-270,automatic_top_up,automatic_top_up,1,0.81,0.8,1702,827,0,7.1484e-05,0.35245884300093167,gen-dec-1789699099-ZZfWbdy2FIhNC3d8x4ST,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-276,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,1,1.0,1,1705,830,0,7.161e-05,0.3390895010015811,gen-dec-1789699100-lYqj9sab7lDO8PjwPbPm,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-283,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_cheque_or_cash_deposit,1,0.99,0.98,1718,835,0,7.2156e-05,1.1967306650003593,gen-dec-1789699100-2Kb88jhfubEBxE23HSyW,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-297,cancel_transfer,reverted_card_payment?,0,0.44,0.42,1701,830,0,7.1442e-05,0.3873330620008346,gen-dec-1789699097-wsoOg128VpbdQ123bHZl,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-314,card_acceptance,card_acceptance,1,0.99,0.99,1701,828,0,7.1442e-05,0.37604858100166894,gen-dec-1789699099-vnOM3UTWnhove8kCi57G,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-322,card_arrival,card_delivery_estimate,0,0.87,0.86,1705,828,0,7.161e-05,0.374624746000336,gen-dec-1789699099-JJ4yFw6oTWWtRx7ZJmtf,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-325,card_delivery_estimate,card_delivery_estimate,1,0.7,0.69,1704,828,0,7.1568e-05,0.3341881679989456,gen-dec-1789699100-YpIfqPnrazYnkHSr68Jx,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-344,card_payment_fee_charged,extra_charge_on_statement,0,0.73,0.71,1737,828,0,7.2954e-05,0.40829613499954576,gen-dec-1789699098-fhzgrkYXlrhFK9zSHGxf,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-351,card_payment_not_recognised,card_payment_not_recognised,1,0.33,0.31,1702,830,0,7.1484e-05,0.45388264500070363,gen-dec-1789699098-c1uOgfai0C8GNgpDckTT,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-367,card_swallowed,card_swallowed,1,1.0,1,1704,828,0,7.1568e-05,0.4275049379975826,gen-dec-1789699099-h7TCY3aYdwjUPTrrbC1q,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-385,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised,1,1.0,1,1718,833,0,7.2156e-05,0.379839795998123,gen-dec-1789699101-6DXT6HgyWzNzFl2ZM2ni,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-387,change_pin,change_pin,1,1.0,1,1704,826,0,7.1568e-05,1.3348830939976324,gen-dec-1789699097-vjbt8ImP7ViyX4wXQS3k,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-393,compromised_card,compromised_card,1,1.0,1,1709,828,0,7.1778e-05,0.351178536999214,gen-dec-1789699098-0wwb93j2vfUJodeWHFZV,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-406,contactless_not_working,contactless_not_working,1,1.0,1,1721,831,0,7.2282e-05,0.3641701929991541,gen-dec-1789699098-6cF95zSuOIKN2VUUlNCn,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-411,country_support,atm_support,0,0.93,0.92,1700,826,0,7.14e-05,0.35816634399816394,gen-dec-1789699099-3qixHzW7hBitpL8EBflF,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-415,declined_card_payment,declined_card_payment,1,0.99,0.98,1712,828,0,7.1904e-05,0.4084643239984871,gen-dec-1789699100-4wbvnKKqwMlUiF4vuyHe,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-426,declined_cash_withdrawal,declined_cash_withdrawal,1,0.96,0.95,1721,831,0,7.2282e-05,0.39867709600002854,gen-dec-1789699100-wYoXGyZgcEgicuh4tHaG,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-428,declined_transfer,declined_card_payment,0,1.0,1,1723,828,0,7.2366e-05,0.32445234799888567,gen-dec-1789699101-nI75jeAoESF6A5OyKhwE,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-440,direct_debit_payment_not_recognised,card_payment_not_recognised,0,0.96,0.96,1716,830,0,7.2072e-05,0.8526746690004074,gen-dec-1789699097-htg9ZkpkiaUdvCC64gLe,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-446,disposable_card_limits,get_disposable_virtual_card,0,0.94,0.94,1703,830,0,7.1526e-05,0.3859014789995854,gen-dec-1789699098-iOfIoRA1QOECr9p1nLCo,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-454,edit_personal_details,edit_personal_details,1,1.0,1,1699,829,0,7.1358e-05,0.4165894629986724,gen-dec-1789699098-E28GdyOI070iHsRqmHsD,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-468,exchange_rate,exchange_rate,1,1.0,1,1702,826,0,7.1484e-05,0.3931352110012085,gen-dec-1789699100-FvbB4wouMwd60lMdXIcC,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-477,extra_charge_on_statement,extra_charge_on_statement,1,1.0,1,1702,828,0,7.1484e-05,0.35710121400188655,gen-dec-1789699101-jTBXKNSyNPjZZfK4bsWu,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-491,fiat_currency_support,fiat_currency_support,1,0.42,0.41,1700,828,0,7.14e-05,0.456560962000367,gen-dec-1789699098-oYsIUDULsXe696uxW5fo,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-504,get_disposable_virtual_card,get_disposable_virtual_card,1,1.0,1,1705,830,0,7.161e-05,0.32432316999984323,gen-dec-1789699099-UMq46G0Ylt80XOz2I8bb,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-522,getting_virtual_card,getting_virtual_card,1,0.97,0.96,1698,827,0,7.1316e-05,0.36850695699831704,gen-dec-1789699100-hP3LEBDza0Eg28xQwDOa,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-527,lost_or_stolen_card,lost_or_stolen_card,1,1.0,1,1707,829,0,7.1694e-05,0.43681913199907285,gen-dec-1789699096-1FJsRn6SNq4kPHTYfD2a,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-536,lost_or_stolen_phone,lost_or_stolen_phone,1,1.0,1,1707,829,0,7.1694e-05,0.4161306229980255,gen-dec-1789699098-m9hBwxQYj1SXpNRQuYcy,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-541,order_physical_card,get_physical_card,0,0.9400000000000001,0.93,1703,828,0,7.1526e-05,0.3386918840005819,gen-dec-1789699098-uDFz84fy8kwPTEF4A1tV,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-555,pending_card_payment,pending_card_payment,1,1.0,1,1707,827,0,7.1694e-05,0.34368825999990804,gen-dec-1789699099-9UoXgUR5RgIl0K2ptifP,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-566,pending_cash_withdrawal,pending_cash_withdrawal,1,1.0,1,1698,830,0,7.1316e-05,0.37269757600006415,gen-dec-1789699100-SjZnwlEF3j5vs4YY7GH8,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-573,pending_top_up,top_up_failed,0,0.91,0.91,1704,827,0,7.1568e-05,1.316629988999921,gen-dec-1789699097-CSjE5wF17NANDw9Oj09z,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-575,pending_transfer,pending_transfer,1,0.92,0.91,1702,826,0,7.1484e-05,0.7947210490019643,gen-dec-1789699098-6yeLhOqq0KWDsLjPTF6S,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-590,receiving_money,receiving_money,1,0.81,0.8,1705,827,0,7.161e-05,0.3849377930018818,gen-dec-1789699099-kKxi0Ysj9psSMmsbYPBy,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-608,reverted_card_payment?,declined_card_payment,0,0.97,0.97,1701,828,0,7.1442e-05,0.4450694920014939,gen-dec-1789699100-WspO1Xovw0qPHXd6YIzs,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-616,supported_cards_and_currencies,supported_cards_and_currencies,1,1.0,1,1704,830,0,7.1568e-05,0.6627469529994414,gen-dec-1789699101-sNpxBPSNwZ8eTitsCkTm,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-622,terminate_account,terminate_account,1,1.0,1,1706,826,0,7.1652e-05,0.8772620170020673,gen-dec-1789699097-2Ho4stQfgJKtEkJLhsYd,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-671,topping_up_by_card,topping_up_by_card,1,1.0,1,1704,830,0,7.1568e-05,0.37190944199755904,gen-dec-1789699098-j2hVaR8XZoXbt7kGZsK5,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-690,transfer_into_account,transfer_into_account,1,1.0,1,1709,827,0,7.1778e-05,0.448417628002062,gen-dec-1789699099-KzI1cCFS0SBXJgzX7HIW,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-707,transfer_timing,transfer_timing,1,1.0,1,1700,827,0,7.14e-05,0.41831727099997806,gen-dec-1789699101-oYsoOJOjYMiiSt3MrMm5,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-710,unable_to_verify_identity,unable_to_verify_identity,1,0.51,0.49,1707,828,0,7.1694e-05,1.3515072810005222,gen-dec-1789699097-ze6gGKWy21BsuZL2sbky,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-716,verify_my_identity,verify_my_identity,1,0.89,0.88,1702,827,0,7.1484e-05,0.34766312099964125,gen-dec-1789699098-PnpmFkxZcvz3oNoAyo5o,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-726,verify_source_of_funds,verify_source_of_funds,1,1.0,1,1702,829,0,7.1484e-05,0.3198350640013814,gen-dec-1789699098-mn4mn6WH4XCIguBIzKQ7,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-729,verify_top_up,verify_top_up,1,0.85,0.84,1701,827,0,7.1442e-05,0.3720649979986774,gen-dec-1789699099-87Pf1ki795MsrsjrpFSd,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-746,visa_or_mastercard,supported_cards_and_currencies,0,0.58,0.56,1705,830,0,7.161e-05,0.4968157639996207,gen-dec-1789699100-wqbKxf1vOaMiZpDLWtLi,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-752,why_verify_identity,why_verify_identity,1,0.99,0.99,1702,827,0,7.1484e-05,0.4224699000005785,gen-dec-1789699101-vZAZgnYw4DOecmrlOgog,TypeSafe
jev,~typesafe/jev-latest,typesafe/jev-1.13-20260917,banking-761,wrong_amount_of_cash_received,wrong_amount_of_cash_received,1,1.0,1,1701,829,0,7.1442e-05,1.3461386100025265,gen-dec-1789699097-IvBq9TqB8GfVqyXqD63x,TypeSafe
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-006,activate_my_card,activate_my_card,1,1.0,1.0,485,15,0,0.00011385,0.8245186189997185,gen-1789699110-gYQRVsvVw2MNg3aerJ6u,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-010,apple_pay_or_google_pay,apple_pay_or_google_pay,1,0.96,0.96,487,17,0,0.000116622,0.8920666990015889,gen-1789699109-r6Ix4P9lWeuegZ1AXs9Z,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-027,beneficiary_not_allowed,beneficiary_not_allowed,1,0.96,0.96,481,16,0,0.000114246,0.9757401440001559,gen-1789699107-ZGF7ajUxpSqySDcThshb,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-032,card_about_to_expire,card_about_to_expire,1,0.99,0.99,485,17,0,0.000116226,0.9555448809987865,gen-1789699107-TrdBtYXF3tLuiHAxpvGN,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-044,card_linking,card_linking,1,0.94,0.94,488,15,0,0.000114444,0.9100181570029235,gen-1789699105-J02RMtwqEYS59tdep50M,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-047,card_not_working,card_not_working,1,0.98,0.98,485,16,0,0.000115038,0.9174026500004402,gen-1789699104-NE3qNfCgIFbBwg94H1b5,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-055,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,1,0.99,0.99,482,17,0,0.000115632,0.9514950390002923,gen-1789699110-jERyhCyNWG4r4TPaMqXD,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-063,cash_withdrawal_charge,cash_withdrawal_charge,1,0.99,0.99,542,17,0,0.000127512,1.0778844519991253,gen-1789699107-ygmcfwBAjITY6itHesnO,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-098,exchange_charge,exchange_charge,1,0.96,0.96,489,14,0,0.000113454,3.404484226000932,gen-1789699101-RzdHVmOFK5acbCfaMc4c,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-105,exchange_via_app,fiat_currency_support,0,0.55,0.55,485,16,0,0.000115038,0.9100343530008104,gen-1789699101-8tsm6lEgxFcuAQNWTMvv,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-111,failed_transfer,failed_transfer,1,0.95,0.95,490,14,0,0.000113652,0.9580078100007086,gen-1789699101-KdVO4AxkFisOP2laE1PY,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-120,get_physical_card,change_pin,0,0.96,0.96,479,14,0,0.000111474,0.8460288870010118,gen-1789699109-DxddGrQ9vBQc9BtYlkx3,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-122,getting_spare_card,getting_spare_card,1,0.99,0.99,481,16,0,0.000114246,1.05616992999785,gen-1789699111-pFZrqp3bQI66jxVFM2pW,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-136,passcode_forgotten,passcode_forgotten,1,1.0,1.0,486,17,0,0.000116424,1.1104772920007235,gen-1789699110-MliNwyMEBgqnWbDqzTRg,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-153,pin_blocked,pin_blocked,1,0.98,0.98,479,15,0,0.000112662,0.9551624519990582,gen-1789699109-2ZcDfLDryG1XXDDllvJJ,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-157,request_refund,request_refund,1,0.96,0.96,484,15,0,0.000113652,1.0125997329996608,gen-1789699108-gsEtVVKj62DkRiVJ2SNI,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-171,top_up_by_bank_transfer_charge,transfer_fee_charged,0,0.96,0.96,483,17,0,0.00011583,0.9785741380001127,gen-1789699107-0nIKkO4QkUOPhL4W8Xe3,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-172,top_up_by_card_charge,top_up_by_card_charge,1,0.96,0.96,480,17,0,0.000115236,0.9041658179994556,gen-1789699107-OshjzbycSoMJZHZvIt2B,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-177,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,1,0.99,0.99,483,19,0,0.000118206,0.8135265390010318,gen-1789699106-fvOIUiBFvbnJIahQetmw,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-178,top_up_failed,top_up_failed,1,0.98,0.98,483,15,0,0.000113454,0.9089306509995367,gen-1789699107-YMqTj2ePKOd7C6sigaZ0,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-181,top_up_limits,top_up_limits,1,1.0,1.0,482,15,0,0.000113256,0.8368676760001108,gen-1789699105-5JOvS6kUqqis5TfZ1Du4,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-186,top_up_reverted,top_up_reverted,1,0.98,0.98,480,16,0,0.000114048,1.0574995599999966,gen-1789699106-rqsB8rsKKflqQkySHNnI,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-190,transaction_charged_twice,transaction_charged_twice,1,0.99,0.99,487,18,0,0.00011781,0.9204192409997631,gen-1789699105-E3Oz62DfGI1dyjh5mduc,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-193,transfer_fee_charged,transfer_fee_charged,1,0.99,0.99,480,17,0,0.000115236,0.8967410910008766,gen-1789699105-Q5a4BSF5PF3CtpgLuSvS,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-200,transfer_not_received_by_recipient,pending_transfer,0,0.72,0.72,484,14,0,0.000112464,1.0265987630009477,gen-1789699105-qfGvvNS1aPWEQIiEbNhm,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-218,virtual_card_not_working,virtual_card_not_working,1,0.99,0.99,480,17,0,0.000115236,1.0493228169980284,gen-1789699103-XWVZ36HHizQPMSLKzBbK,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-229,wrong_exchange_rate_for_cash_withdrawal,wrong_exchange_rate_for_cash_withdrawal,1,0.99,0.99,486,20,0,0.000119988,0.9618729470021208,gen-1789699103-uGBSH5AiUXOzHTyiWLhI,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-233,Refund_not_showing_up,Refund_not_showing_up,1,0.99,0.99,484,17,0,0.000116028,0.9635576359978586,gen-1789699077-3vi4sWoDvgfI9g5CzW7w,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-252,age_limit,age_limit,1,1.0,1.0,487,14,0,0.000113058,0.8449879990002955,gen-1789699110-eRUX8IpM0PCime7c31w5,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-266,atm_support,atm_support,1,0.99,0.99,479,14,0,0.000111474,0.8740680829978373,gen-1789699109-E5AJcZgKpjIL6iARN3aM,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-270,automatic_top_up,automatic_top_up,1,0.99,0.99,480,15,0,0.00011286,0.8210685619997093,gen-1789699109-mkPkgxru82vx7msiFgDy,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-276,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,1,0.99,0.99,484,18,0,0.000117216,1.2109200730010343,gen-1789699108-a6dAipTEDbqDwOzxxRPx,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-283,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_cheque_or_cash_deposit,1,0.99,0.99,496,22,0,0.000124344,0.9708627479994902,gen-1789699108-KsPDrbaBBzWJOZaMHoiD,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-297,cancel_transfer,cancel_transfer,1,0.78,0.78,481,14,0,0.00011187,0.8871146560013585,gen-1789699108-CYiOAcCaDRrSQ4NU2jZf,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-314,card_acceptance,card_acceptance,1,0.99,0.99,480,15,0,0.00011286,1.4575052660002257,gen-1789699106-Qoq3AkvqzULajCwilwCP,
